iteration,total_items_bought,consumer_spending,wholesaler_stock,retailer_stock,remaining_items
528,124918544,1.5327239052686152E8,1092204,238802,63052286
529,125157346,1.5357845901307124E8,1092204,0,63291220
530,125395346,1.5388354650959203E8,817624,239460,63428717
531,125634346,1.5418995511366472E8,817624,460,63667650
532,125873346,1.5449635418072313E8,1092770,238714,63530387
533,126111346,1.5480145493542024E8,853398,240086,63769321
534,126350346,1.5510782472488096E8,853398,1086,64008259
535,126589346,1.5541416786060274E8,1056352,238712,63907406
536,126828058,1.5572013216916236E8,1056352,0,64146339
537,127066058,1.560251708179169E8,860978,241334,64243296
538,127305058,1.5632920676545075E8,860978,2334,64482230
539,127544058,1.5663120019556502E8,1046754,238518,64390688
540,127783058,1.5693182026243874E8,807722,238550,64629618
541,128021058,1.5723034818209743E8,807722,550,64868556
542,128260058,1.5752959621961257E8,1108226,240126,64717950
543,128499058,1.5782850090145823E8,1108226,1126,64956887
544,128738058,1.5812722556081727E8,800426,238446,65111560
545,128976058,1.5842460729994026E8,875962,240710,65192597
546,129215058,1.5872317501158285E8,875962,1710,65431531
547,129454058,1.590217041611165E8,1028650,237582,65356689
548,129692058,1.5931896187302738E8,787706,240526,65595626
549,129931058,1.5961747168601307E8,787706,1526,65834559
550,130170058,1.5991601190044063E8,1118384,237908,65670466
551,130409058,1.60214616912602E8,878914,238378,65909400
552,130647058,1.605120191003683E8,796998,240574,66069198
553,130886058,1.608107001418952E8,796998,1574,66308128
554,131125058,1.611094036090895E8,1117478,240014,66148106
555,131364058,1.614081214744949E8,1117478,1014,66387040
556,131602058,1.6170561917333737E8,792004,239628,66550407
557,131841058,1.6200442471970442E8,792004,628,66789340
558,132080058,1.623032724718174E8,1113226,237466,66629747
559,132319058,1.626021443769006E8,873506,238186,66868681
560,132557058,1.6289977894498855E8,793972,238420,67028269
561,132796058,1.6319867117049897E8,877928,238584,67105646
562,133035058,1.6349756946962574E8,796528,239264,67265439
563,133274058,1.637964717484945E8,796528,264,67504376
564,133512058,1.6409412579822218E8,1107688,238124,67349800
565,133751058,1.64393047881967E8,867142,239670,67588738
566,133990058,1.6469198526639828E8,867142,670,67827668
567,134228058,1.649896819813241E8,1040044,238968,67742006
568,134467058,1.6528863567209277E8,801008,239004,67980940
569,134706058,1.6558760117405868E8,874102,239530,68063567
570,134945058,1.6588657614435714E8,874102,530,68302500
571,135183058,1.6618430623901635E8,1035626,239566,68222157
572,135422058,1.6648329093990943E8,1035626,566,68461091
573,135661058,1.6678228350309986E8,869538,237434,68545139
574,135900058,1.670812824315014E8,807684,239668,68694386
575,136138058,1.673790687317986E8,807684,1668,68933319
576,136377058,1.676781396111902E8,1099992,238340,68788266
577,136615398,1.6797640691737172E8,1099992,0,69027200
578,136854398,1.6827696895050663E8,808442,238110,69173358
579,137092398,1.685769548355133E8,860840,238852,69266718
580,137331250,1.688783371699292E8,860840,0,69505656
581,137570250,1.6918004664788678E8,1052134,239246,69409820
582,137808250,1.69480555241125E8,1052134,1246,69648757
583,138047250,1.6978235404549798E8,854940,238080,69748370
584,138286250,1.70084165242804E8,815698,238182,69887377
585,138525250,1.7038599520834002E8,854326,238054,69987561
586,138763250,1.7068823755422753E8,816964,239336,70125539
587,139002250,1.709932739013752E8,816964,336,70364476
588,139241250,1.7129934466103795E8,1096492,239448,70224589
589,139480250,1.7160605291853225E8,1096492,448,70463526
590,139718250,1.7191184551018956E8,805458,237602,70610400
591,139957250,1.722185143473177E8,864636,237924,70700088
592,140196250,1.725247338641755E8,806750,238330,70848258
593,140435250,1.7283063006492907E8,869576,239664,70935616
594,140673250,1.7313505191468424E8,869576,1664,71174550
595,140912250,1.734406404610964E8,1031238,236622,71095677
596,141151250,1.7374615484050697E8,791668,237192,71334610
597,141390250,1.740516825995399E8,886644,239876,71405217
598,141628250,1.7435596335569757E8,886644,1876,71644151
599,141867250,1.746615609887141E8,1020678,238302,71578359
600,142105552,1.749662943081716E8,1020678,0,71817296
601,142343552,1.752706557857609E8,885620,238578,71885469
602,142582552,1.755792209478271E8,789428,239410,72052586
603,142821552,1.7589045876282412E8,789428,410,72291520
604,143060552,1.7620352134375712E8,1119406,238312,72127018
605,143298552,1.7651638557899404E8,880038,239680,72365948
606,143537552,1.768311720462067E8,880038,680,72604886
607,143776552,1.7714624729596564E8,1027068,237950,72532170
608,144015552,1.7746145296132454E8,788264,237754,72771107
609,144253552,1.7777539847270072E8,883592,239406,72842550
610,144492552,1.780906588710971E8,883592,406,73081487
611,144731552,1.7840589993891355E8,1018142,236536,73015581
612,144970552,1.787208355933298E8,778386,237292,73254519
613,145208552,1.790342278606965E8,898348,240510,73312866
614,145447552,1.7934879241733482E8,898348,1510,73551799
615,145686552,1.7966329572875518E8,1013210,239268,73494926
616,145924552,1.7997647573141417E8,1013210,1268,73733860
617,146163552,1.8029098078829902E8,897998,239120,73791978
618,146402552,1.8060550764240724E8,779998,240280,73969828
619,146641552,1.809200501458065E8,779998,1280,74208766
620,146879552,1.8123328632738018E8,1132894,240544,74032620
621,147118552,1.8154783847743127E8,1132894,1544,74271557
622,147357552,1.8186238860489118E8,778438,239220,74449380
623,147596552,1.82176944035597E8,778438,220,74688317
624,147834552,1.8249019295305914E8,1132920,239898,74511171
625,148073552,1.828048069102955E8,1132920,898,74750109
626,148312552,1.8311944253395104E8,779234,239264,74927206
627,148551552,1.834340879555057E8,779234,264,75166139
628,148789552,1.8374743643582404E8,1125586,238272,74993896
629,149028552,1.8406180920402607E8,885650,239208,75232830
630,149267552,1.8437591086790776E8,792288,240290,75398408
631,149506552,1.8469440709919325E8,792288,1290,75637338
632,149744552,1.850155895820802E8,1112706,238572,75478426
633,149983552,1.8534082897429067E8,873488,238790,75717360
634,150222552,1.8566875252220836E8,799798,239020,75873527
635,150460552,1.859971683622895E8,799798,1020,76112460
636,150699552,1.8632811509721607E8,1109608,238610,75958197
637,150938552,1.866596766793001E8,870096,239122,76197131
638,151177552,1.8699156618563265E8,870096,122,76436069
639,151415552,1.8732223070231453E8,1042832,240266,76349566
640,151654552,1.8765432432545942E8,1042832,1266,76588499
641,151893552,1.8798642732804155E8,868426,239132,76676206
642,152132552,1.8831853087691256E8,868426,132,76915140
643,152370552,1.8864922774189886E8,1043214,239944,76827778
644,152609552,1.889819983206846E8,1043214,944,77066708
645,152848552,1.8931825343725675E8,866750,238728,77155486
646,153087552,1.8965755062920165E8,804436,238482,77306200
647,153325552,1.8999746964448768E8,871062,240496,77391817
648,153564552,1.9034001569697982E8,871062,1496,77630750
649,153803552,1.9068321479214603E8,1034124,237674,77550567
650,154042552,1.9102673990304494E8,795172,237626,77789501
651,154280552,1.9136892946856585E8,875148,238990,77868769
652,154519542,1.917125474907021E8,875148,0,78107706
653,154758542,1.9205620309777716E8,1030862,237506,78030529
654,154996542,1.9239844910978475E8,789774,240594,78269466
655,155235542,1.9274215903549758E8,789774,1594,78508400
656,155474542,1.930858890563944E8,1116642,238006,78346198
657,155713542,1.9342971671819463E8,878318,237330,78585128
658,155951542,1.9377227946461403E8,800604,241064,78742056
659,156190542,1.9410916125425246E8,800604,2064,78980990
660,156429542,1.9443575146172506E8,1100896,236892,78832867
661,156668542,1.9475452613392854E8,859184,239604,79071800
662,156906542,1.9506709582445362E8,859184,1604,79310737
663,157145542,1.953779528061395E8,1045078,237470,79219291
664,157384542,1.9568706486218628E8,805588,237960,79458229
665,157623542,1.959951817885746E8,865872,238356,79547326
666,157861542,1.9630142253665385E8,802616,238712,79698709
667,158100542,1.9660756351434875E8,870316,238912,79784196
668,158339454,1.9691244654645848E8,870316,0,80023130
669,158577454,1.972153841608269E8,1043836,240540,79936038
670,158816454,1.9751911399934417E8,1043836,1540,80174968
671,159055454,1.978224851827367E8,862712,238024,80266726
672,159294454,1.9812563781695968E8,810310,238766,80411990
673,159532454,1.9842736936538726E8,862578,239918,80505217
674,159771454,1.9873039993629614E8,862578,918,80744150
675,160010454,1.990334918551395E8,1046750,238566,80652677
676,160249020,1.9933608231686506E8,1046750,0,80891611
677,160487020,1.996379785071538E8,867506,240564,80980889
678,160726020,1.9994115479265186E8,867506,1564,81219826
679,160965020,2.002443321616364E8,1045234,239576,81131389
680,161204020,2.0054776281148493E8,1045234,576,81370326
681,161442020,2.0084985306090128E8,868750,240640,81458470
682,161681020,2.011530898544678E8,868750,1640,81697408
683,161920020,2.014563964874545E8,1034938,237332,81615898
684,162159020,2.0175978788974714E8,794108,239162,81854836
685,162397020,2.0205638420332864E8,881752,240758,81930150
686,162636020,2.0234896898748538E8,881752,1758,82169087
687,162875020,2.026379075251618E8,1025784,238326,82098220
688,163113020,2.029233211633245E8,787332,238778,82337157
689,163351798,2.032083128000241E8,787332,0,82576091
690,163590798,2.0349279210163507E8,1116460,236952,82412489
691,163829798,2.0377684689048117E8,878074,236338,82651426
692,164067798,2.040594899355486E8,795302,239430,82811199
693,164306798,2.0434320033961928E8,795302,430,83050136
694,164545798,2.0462683545986262E8,1110862,237650,82893180
695,164784798,2.0491046710313722E8,868692,240820,83132118
696,165022798,2.0519292465016714E8,868692,2820,83371048
697,165261798,2.0547657266570634E8,1033512,237260,83290856
698,165500798,2.0576025474232283E8,794042,237730,83529790
699,165739798,2.0604399960745102E8,877334,238278,83607307
700,165977798,2.063265427205655E8,800214,240958,83764460
701,166216798,2.0661025301525596E8,800214,1958,84003397
702,166455798,2.0689394830070868E8,1109588,238944,83849651
703,166693798,2.0717645593718022E8,1109588,944,84088589
704,166932798,2.0746015302064165E8,798844,238348,84244696
705,167171798,2.077438524932727E8,869962,237790,84328849
706,167410798,2.0802755566731572E8,806970,239682,84478836
707,167648798,2.0831007468856516E8,806970,1682,84717770
708,167887798,2.0859378237337106E8,1105268,239484,84569158
709,168126798,2.088774910550427E8,1105268,484,84808088
710,168365798,2.0916120288683626E8,798922,237170,84962356
711,168603798,2.0944116993523315E8,880886,241246,85039270
712,168842798,2.097188836715783E8,880886,2246,85278207
713,169081798,2.0999405246196324E8,1022838,237494,85209040
714,169320798,2.1026759406907064E8,783794,237538,85447977
715,169558798,2.1053902215538043E8,894878,241054,85510611
716,169797798,2.108110756785685E8,894878,2054,85749549
717,170036798,2.1108284627042148E8,1016604,239388,85689456
718,170275798,2.1135374736920205E8,1016604,388,85928389
719,170513798,2.1162274956334355E8,898034,240758,85987426
720,170752798,2.1189236105263352E8,898034,1758,86226360
721,170991798,2.1216164095900652E8,1009842,238410,86171568
722,171229798,2.1242962743304938E8,1009842,410,86410498
723,171468798,2.1269867058328754E8,899780,238512,86465916
724,171707798,2.1296759080690444E8,775084,239348,86647280
725,171946798,2.132364202942595E8,775084,348,86886217
726,172184798,2.135041156799088E8,1129368,238204,86710080
727,172423798,2.1377294552402067E8,889522,239050,86949017
728,172662798,2.140417859994496E8,889522,50,87187951
729,172901798,2.1431062777656204E8,1022044,238908,87121699
730,173139798,2.1457834612486312E8,1022044,908,87360636
731,173378798,2.148471899033584E8,886026,238246,87429409
732,173617044,2.1511520270200047E8,886026,0,87668346
733,173856044,2.153840851400696E8,1027532,239394,87597330
734,174094044,2.1565195458580914E8,1027532,1394,87836268
735,174333044,2.1592103135650146E8,874392,236834,87914548
736,174572044,2.161901561105096E8,793420,237166,88074306
737,174810044,2.1645818597576004E8,878508,239278,88150640
738,175049044,2.1672735601195306E8,878508,278,88389577
739,175288044,2.16996398852094E8,1030822,238404,88313790
740,175526448,2.1726462225614175E8,1030822,0,88552727
741,175764448,2.1753227494569287E8,870282,237280,88634291
742,176003448,2.1780104864341512E8,802184,238438,88787199
743,176242448,2.1806984472410995E8,871234,238968,88871846
744,176481448,2.183386513025841E8,805304,239878,89023789
745,176719448,2.1860635450551242E8,805304,1878,89262726
746,176958448,2.188824980092427E8,1101332,238130,89116020
747,177197448,2.1915650717053255E8,862816,237646,89354958
748,177436448,2.194271354714395E8,800916,236346,89505988
749,177674448,2.1969400655973518E8,874100,239842,89587586
750,177913448,2.199602686173538E8,874100,842,89826520
751,178152448,2.2022548194545534E8,1037796,239186,89744937
752,178391448,2.204900684274299E8,1037796,186,89983870
753,178629448,2.207531955728597E8,868882,238720,90068997
754,178868168,2.2101693807860652E8,868882,0,90307931
755,179107168,2.2128089711570448E8,1035838,237184,90225299
756,179345168,2.2153989367308235E8,794184,240838,90464236
757,179584168,2.2179650026438525E8,794184,1838,90703169
758,179823168,2.2205071209518147E8,1116380,239102,90542876
759,180062168,2.2230358324843404E8,1116380,102,90781810
760,180300168,2.2255472616922975E8,795440,239982,90942278
761,180539168,2.228064607006581E8,795440,982,91181208
762,180778168,2.2305795347915813E8,1110828,237814,91024536
763,181017168,2.2330909485682988E8,872080,237562,91263470
764,181255168,2.2355943963636628E8,803494,240288,91416337
765,181494168,2.2381250306575522E8,803494,1288,91655270
766,181733168,2.2406694081519186E8,1101362,237540,91507647
767,181972168,2.2432161690687707E8,862472,237430,91746581
768,182210168,2.2457518107683858E8,808820,239182,91892469
769,182449168,2.2482971293297052E8,808820,182,92131406
770,182688168,2.2508418626090947E8,1101304,238578,91985399
771,182926168,2.253375840043772E8,1101304,578,92224336
772,183165168,2.2559205398480907E8,813686,239896,92367920
773,183404168,2.2584652906960618E8,813686,896,92606858
774,183643168,2.2610101527364993E8,1099274,239468,92464208
775,183881168,2.2635674749462545E8,859660,241082,92703146
776,184120168,2.266144790632792E8,859660,2082,92942080
777,184359168,2.2687257884167024E8,1042388,237034,92852677
778,184598168,2.2713082807215616E8,801414,239008,93091610
779,184836168,2.2738806334173742E8,801414,1008,93330547
780,185075168,2.2764640412260082E8,1106522,238240,93178811
781,185314168,2.2790476193011802E8,867986,237776,93417749
782,185553168,2.281631518173345E8,798974,237188,93571986
783,185791168,2.2842048702296934E8,877088,240314,93651299
784,186030168,2.2867891905769768E8,877088,1314,93890236
785,186269168,2.2893735578991082E8,1031280,238422,93814020
786,186508168,2.2919579357323113E8,792638,238064,94052958
787,186746168,2.294531473441918E8,879042,239440,94128998
788,186985168,2.2971157377681765E8,879042,440,94367936
789,187224168,2.2997001345369178E8,1034454,239488,94290140
790,187462168,2.3022738591003895E8,1034454,1488,94529077
791,187701168,2.304858499320099E8,875162,238780,94609510
792,187940168,2.3074431301504314E8,802348,240074,94764707
793,188179168,2.3100277326344943E8,802348,1074,95003641
794,188417168,2.3125859907073423E8,1106498,239484,94852299
795,188656168,2.3151409676922354E8,1106498,484,95091236
796,188895168,2.317686446482225E8,806060,239262,95241499
797,189134168,2.3202261051988786E8,806060,262,95480436
798,189372168,2.3227518137006432E8,1098272,238150,95335320
799,189611168,2.3252862324053425E8,858634,238788,95574258
800,189849956,2.3278175636451983E8,858634,0,95813188
801,190088956,2.330350765397009E8,1051084,238430,95717186
802,190326956,2.332873129586039E8,811340,240174,95956120
803,190565956,2.3354058770387244E8,811340,1174,96195057
804,190804956,2.337938479532494E8,1095204,237930,96054180
805,191042956,2.3404603591343874E8,856340,238794,96293117
806,191281750,2.3429904779920363E8,856340,0,96532051
807,191520750,2.3455228669211945E8,1056794,239286,96431619
808,191759750,2.34805536951582E8,1056794,286,96670556
809,191997750,2.3505773204225996E8,858696,240944,96769209
810,192236750,2.3531098847216383E8,858696,1944,97008146
811,192475750,2.3556423318537214E8,1049184,238456,96914080
812,192714750,2.3581746695666537E8,810478,238162,97153018
813,192952750,2.3606963048076674E8,860814,239366,97247178
814,193191750,2.3632284592555207E8,860814,366,97486116
815,193430750,2.3657605674442098E8,1043842,237258,97395590
816,193669750,2.3682927448537663E8,804054,238046,97634527
817,193907750,2.3708143992045385E8,804054,46,97873460
818,194146750,2.373363356313913E8,1108554,239166,97721087
819,194385750,2.375927395843891E8,1108554,166,97960021
820,194624750,2.3785020504993302E8,804000,239180,98112229
821,194862750,2.3810724904507715E8,804000,1180,98351166
822,195101750,2.3836575124920258E8,1101060,237560,98203879
823,195340750,2.3862464957538942E8,860468,239152,98442816
824,195578750,2.3888272384665954E8,860468,1152,98681750
825,195817750,2.3914204389246875E8,1051882,239378,98586368
826,196056750,2.394014592375339E8,1051882,378,98825298
827,196295750,2.396609530697881E8,858026,238574,98922566
828,196533750,2.3991942267103153E8,812952,239388,99064630
829,196772750,2.401790295512648E8,812952,388,99303567
830,197011750,2.404386651244734E8,1091172,237128,99165520
831,197250750,2.4069836376688868E8,850580,238720,99404457
832,197488750,2.4095593223824513E8,850580,720,99643391
833,197727750,2.412136203921766E8,1061066,239094,99538399
834,197966750,2.4147062936106575E8,1061066,94,99777336
835,198205750,2.4172722349934438E8,848422,238398,99883939
836,198443750,2.4198250823992422E8,831100,241480,100010996
837,198682750,2.4223874911259696E8,831100,2480,100249930
838,198921750,2.424949332725515E8,1078082,238918,100127658
839,199159750,2.4275001802169082E8,838896,240104,100366588
840,199398750,2.430061598061497E8,838896,1104,100605526
841,199637750,2.43262293899786E8,1066608,237652,100492830
842,199876750,2.4351842221789742E8,826854,238406,100731767
843,200114750,2.4377347440523717E8,843556,239204,100842950
844,200353750,2.440295979053682E8,832440,239800,100967647
845,200592750,2.4428573450484398E8,832440,800,101206581
846,200831750,2.4453975307445604E8,1077574,238706,101084499
847,201069750,2.4478958082398823E8,838512,239768,101323436
848,201308750,2.4503805487460923E8,838512,768,101562369
849,201547750,2.4528496480004397E8,1070640,238480,101446886
850,201786750,2.4553095239057162E8,831378,238742,101685820
851,202024750,2.4577539175657654E8,831378,742,101924758
852,202263750,2.4602057726158756E8,1077544,238416,101802268
853,202502750,2.4626561913091484E8,836858,240102,102041206
854,202741750,2.465105937551881E8,836858,1102,102280140
855,202979750,2.4675451167897043E8,1071144,239276,102163847
856,203218750,2.4699944663767117E8,1071144,276,102402780
857,203457750,2.4724438217981178E8,839618,238762,102518737
858,203695750,2.4748829501114497E8,839618,762,102757671
859,203934750,2.477337129779999E8,1066036,237604,102645479
860,204173750,2.4798075153259337E8,826946,237694,102884416
861,204412750,2.4822981131614536E8,837790,236610,102998969
862,204650750,2.4847933044780636E8,836240,239660,103118156
863,204889750,2.4873086274526423E8,836240,660,103357090
864,205128750,2.489829645432978E8,1075996,239224,103237368
865,205367750,2.492353860538223E8,1075996,224,103476298
866,205605750,2.4948692832143298E8,836354,240146,103596096
867,205844750,2.4973963161432406E8,836354,1146,103835030
868,206083750,2.4999169800128874E8,1072994,238626,103717407
869,206322750,2.5024156890827098E8,834082,238538,103956340
870,206560750,2.504885426794569E8,834082,538,104195277
871,206799750,2.5073531673912504E8,1079268,239472,104072651
872,207038750,2.5098135317890495E8,1079268,472,104311589
873,207276750,2.512259809154963E8,824338,238022,104440216
874,207515750,2.5147144118707842E8,849304,238916,104546719
875,207754666,2.5171673838156778E8,849304,0,104785656
876,207993666,2.519620840304577E8,1064620,239484,104677690
877,208231666,2.5220637743430805E8,1064620,1484,104916628
878,208470666,2.524516891655079E8,844300,238604,105027658
879,208709270,2.5269659012135154E8,844300,0,105266596
880,208948270,2.5294189619481626E8,1067956,239064,105154670
881,209186270,2.5318617183034208E8,1067956,1064,105393607
882,209425270,2.5343148039729974E8,837748,237692,105509830
883,209664270,2.5367679562920153E8,838176,239404,105628197
884,209903270,2.53922115588832E8,838176,404,105867131
885,210141270,2.5416641195919898E8,1073898,240122,105749349
886,210380270,2.544117360004046E8,1073898,1122,105988286
887,210619270,2.5465739750992617E8,828180,236800,106112739
888,210858270,2.5490337284013346E8,847178,239042,106221556
889,211096270,2.5514854107788453E8,847178,1042,106460490
890,211335270,2.553948773375387E8,1061220,238360,106354248
891,211574270,2.556412951484534E8,822800,237780,106593178
892,211812270,2.5588672466344413E8,852426,240254,106697066
893,212051270,2.5613322146884942E8,852426,1254,106936000
894,212290270,2.563797421145819E8,1058736,239104,106833357
895,212529270,2.5662627809375578E8,818528,240312,107072290
896,212767270,2.5687052009465215E8,818528,2312,107311227
897,213006270,2.5711464432091597E8,1089398,238562,107177101
898,213245270,2.573579924408758E8,850640,238320,107416039
899,213484270,2.576008450906424E8,825520,239620,107547386
900,213722270,2.5784239972743478E8,825520,1620,107786319
901,213961270,2.580848135687472E8,1078858,237502,107661146
902,214200270,2.583271534930152E8,839562,237798,107900080
903,214438068,2.5856823730484167E8,839562,0,108139018
904,214676068,2.588065239175197E8,1074888,240614,108020978
905,214915068,2.590479385341251E8,1074888,1614,108259916
906,215154068,2.592918979787687E8,833228,238434,108381770
907,215392068,2.595367230883373E8,836226,238976,108499937
908,215631068,2.5978382621379372E8,838112,239330,108618250
909,215870068,2.6003172868170613E8,838112,330,108857187
910,216109068,2.602800580373005E8,1073590,239012,108739541
911,216347068,2.605275524751736E8,833864,240738,108978479
912,216586068,2.6077617090872073E8,833864,1738,109217416
913,216825068,2.6102480280005354E8,1071744,237838,109099859
914,217064068,2.612734322370191E8,831766,238816,109338796
915,217302068,2.6152101654577714E8,844444,240758,109451420
916,217541068,2.617696347659199E8,844444,1758,109690358
917,217780068,2.6201825039442316E8,1057752,236990,109585518
918,218019068,2.6226708221138263E8,816204,239538,109824456
919,218257068,2.6251506721927685E8,816204,1538,110063390
920,218496068,2.6276422764594334E8,1093250,238752,109925697
921,218735068,2.630135180804052E8,853330,239672,110164630
922,218974068,2.632657499438621E8,853330,672,110403567
923,219212068,2.6351995897283486E8,1055600,239402,110303001
924,219451068,2.6377692517021286E8,1055600,402,110541939
925,219690068,2.6403480375386643E8,851790,237952,110644506
926,219928068,2.642920040680952E8,823172,240230,110777609
927,220167068,2.6455045366827482E8,823172,1230,111016546
928,220406068,2.6480895568745208E8,1084400,238202,110886880
929,220644270,2.6506659752289343E8,1084400,0,111125818
930,220882270,2.653240204908099E8,824382,239198,111256158
931,221121270,2.6558252804317138E8,824382,198,111495096
932,221360270,2.6584107405298463E8,1085306,238474,111364930
933,221598744,2.660991048351058E8,1085306,0,111603867
934,221836744,2.6635666730880967E8,825228,239638,111734020
935,222075744,2.6661541675147688E8,825228,638,111972957
936,222314744,2.6687421157071245E8,1080174,237512,111846481
937,222553744,2.6713551070862463E8,840226,238460,112085419
938,222791744,2.6739905948089367E8,831832,239634,112208966
939,223030744,2.6766623991000962E8,831832,634,112447899
940,223269744,2.67935010767582E8,1075668,238038,112326716
941,223507744,2.6820359861088914E8,834958,240748,112565650
942,223746744,2.684738581810266E8,834958,1748,112804588
943,223985744,2.6874443506225014E8,1072868,238398,112686738
944,224224142,2.6901449812583977E8,1072868,0,112925676
945,224462142,2.6928420537912667E8,834168,238760,113045580
946,224700902,2.695548247477806E8,834168,0,113284517
947,224939902,2.698257500140969E8,1070274,237114,113167340
948,225178902,2.7009669699701166E8,831610,236778,113406277
949,225416902,2.7036651711290514E8,844024,240104,113518341
950,225655902,2.70637473625774E8,844024,1104,113757279
951,225894902,2.70908454376488E8,1067778,239230,113645776
952,226133902,2.711794721057499E8,1067778,230,113884709
953,226371902,2.714493847711694E8,832948,237240,114003556
954,226610902,2.7172045029471594E8,836064,237564,114121270
955,226849902,2.719915226464944E8,832286,237482,114242638
956,227088902,2.7226259751295316E8,840516,238572,114357408
957,227326902,2.725325389457543E8,840516,572,114596346
958,227565902,2.728036189887031E8,1068732,238456,114482730
959,227804902,2.7307490405200386E8,829588,238600,114721667
960,228042902,2.733452431024356E8,842718,239730,114834470
961,228281902,2.736168742354607E8,842718,730,115073407
962,228520902,2.7388856688006973E8,1068820,239068,114960621
963,228759902,2.7416029809393835E8,1068820,68,115199559
964,228997902,2.744309020140518E8,839380,239068,115314716
965,229236902,2.747026502412468E8,839380,68,115553649
966,229475902,2.7497441114026827E8,1073282,239186,115436576
967,229714902,2.7524618202721477E8,833488,239980,115675510
968,229952902,2.755192235886125E8,833488,1980,115914448
969,230191902,2.757937910162934E8,1072446,237982,115796398
970,230430902,2.76068222220811E8,833894,237534,116035336
971,230669902,2.7634244510097826E8,836728,238040,116153100
972,230907902,2.766153620986832E8,835258,239510,116273037
973,231146902,2.7688930910586643E8,835258,510,116511970
974,231385902,2.771631563039143E8,1077554,239334,116390847
975,231624902,2.7743695329716754E8,1077554,334,116629781
976,231862902,2.7770958469066125E8,826698,238150,116756239
977,232101902,2.7798336558013046E8,840714,237394,116869046
978,232340902,2.7825715620609975E8,826622,237186,116995629
979,232578902,2.785298040003011E8,847402,239806,117103866
980,232817902,2.788036214504964E8,847402,806,117342800
981,233056902,2.7907746178538024E8,1061098,238330,117236628
982,233295902,2.7935134571320826E8,821794,238634,117475558
983,233533902,2.796241180705761E8,821794,634,117714496
984,233772902,2.798980589528021E8,1082366,237202,117585360
985,234011902,2.8017262561004305E8,843128,237440,117824297
986,234250902,2.804487950479192E8,834914,239874,117946620
987,234488902,2.8072511991222644E8,834914,1874,118185557
988,234727902,2.8100346563254905E8,1071862,238166,118068371
989,234966902,2.812823026740601E8,833302,237726,118307309
990,235205902,2.815614053334572E8,840342,238846,118422666
991,235443902,2.818394804654744E8,835782,240746,118543929
992,235682902,2.82118812007858E8,835782,1746,118782866
993,235921902,2.8239820565909356E8,1074882,239106,118664070
994,236159902,2.8267646836806923E8,835772,240216,118903008
995,236398902,2.8295591087820476E8,835772,1216,119141938
996,236637902,2.832353643252472E8,1071198,238050,119025246
997,236876902,2.8351482848933715E8,831042,239206,119264180
998,237114902,2.837931108003527E8,844932,240796,119376377
999,237353902,2.8407261548010623E8,844932,1796,119615310
1000,237592902,2.8435217041986966E8,1062132,238216,119507937
1001,237831118,2.8463084287089145E8,1062132,0,119746871
1002,238069118,2.8490928362737435E8,848270,239602,119853939
1003,238308118,2.85189202628691E8,848270,602,120092876
1004,238547118,2.854696685584613E8,1063978,239214,119985149
1005,238786118,2.857505697197967E8,1063978,214,120224086
1006,239024118,2.8603057675184005E8,844096,239076,120334530
1007,239263118,2.8631191710810876E8,844096,76,120573468
1008,239502118,2.86593354752614E8,1064454,238158,120463678
1009,239741118,2.868748484634127E8,825908,237704,120702616
1010,239979118,2.871552134613059E8,850742,240590,120808690
1011,240218118,2.8743678956417024E8,850742,1590,121047627
1012,240457118,2.877183856636407E8,1060164,239128,120943580
1013,240695118,2.8799881221808434E8,1060164,1128,121182517
1014,240934118,2.882804227038367E8,847830,238282,121289541
1015,241173118,2.885620364834737E8,821040,237792,121422619
1016,241412118,2.8884365210996324E8,850690,238382,121526936
1017,241650118,2.8912484157478297E8,823426,240126,121659629
1018,241889118,2.894078918498452E8,823426,1126,121898566
1019,242128118,2.896914090886941E8,1087402,238990,121767080
1020,242367108,2.899751987873025E8,1087402,0,122006018
1021,242605108,2.9025797813453937E8,820280,238922,122140048
1022,242844030,2.905419452585743E8,820280,0,122378986
1023,243083030,2.908260654590884E8,1087542,237958,122245810
1024,243322030,2.9111022587484443E8,848904,237596,122484747
1025,243560030,2.913932214180096E8,829564,241016,122612640
1026,243799030,2.9167741967617023E8,829564,2016,122851577
1027,244038030,2.9196162239314777E8,1080020,238900,122727341
1028,244276030,2.922446371888862E8,839580,241340,122966279
1029,244515030,2.9252751498544717E8,839580,2340,123205216
1030,244754030,2.928099827431684E8,1067918,238462,123092419
1031,244992492,2.930916992655728E8,1067918,0,123331356
1032,245230492,2.9337284805121416E8,846078,240500,123441960
1033,245469492,2.936551915744261E8,846078,1500,123680898
1034,245708492,2.939375470025997E8,1065538,239280,123571708
1035,245947492,2.942199174681057E8,1065538,280,123810646
1036,246185492,2.94501123952604E8,846368,240050,123920280
1037,246424492,2.947835268772142E8,846368,1050,124159217
1038,246663492,2.9506593603719825E8,1063602,238756,124051180
1039,246902492,2.953483477646016E8,823730,239628,124290117
1040,247140492,2.956295789601991E8,823730,1628,124529051
1041,247379492,2.959119868376699E8,1083036,238102,124400599
1042,247618492,2.961943923432076E8,844696,237442,124639536
1043,247857492,2.964768037823202E8,826464,238154,124767729
1044,248095492,2.967580466885628E8,843794,239104,124878526
1045,248334492,2.970404819932453E8,843794,104,125117460
1046,248573492,2.973229285762261E8,1065442,238336,125006958
